,user_name,user_location,text,likes,date
189,Mohamedhuss4316, البحر الأحمر ,احسن حاجه لما ادخل فرع فودافون 10 دقايق اخرج ألقي صاحبي واقف مع بنتين روس اللي هو اي مش عارف طب اشارك طب بس مش مشكلة خد حضن وجود باي 🙂😂,2,2021-12-10
190,AbeerMamdouh9, البحر الأحمر ,"بعيدا عن ان طول الشهر اللى فات كان امتحانات وستريس وقلة نوم ...
بس كان مريح نفسيا اللى حد ما بعيد عن دوشة الشغل والناس والمشاكل ...
لكن كان فى اتصالات كل شوية برضو ... 
ليه الواحد اتدبس فى المسؤليات دى كلها ...
والمشكلة انه صعب يخرج منها او يسيبها او شبه مستحيل اللى حد ما ......",0,2021-12-08
191,Mo7amedFadl, البحر الأحمر ,إيه يا ديباي نلبسلك أورانج يعني علشان تلعب معانا زي ما بتلعب مع المنتخب !!,0,2021-11-20
192,Dominic1911Uwk, البحر الأحمر ,"خط ڤودافون بينفع وقت الكوارث والله
شركة اتصالات دى عليها العوض",0,2021-11-13
193,kareemkante1, البحر الأحمر ,باشا META ايه احنا ! إحنا لسه بنقول موبينيل .,5,2021-10-29
194,YoungArtist1907, البحر الأحمر ,اتصالات وقرف شركة اتصالات,0,2021-10-09
195,radwah43, البحر الأحمر ,انا محضرتش حفلات من ساعه شارموفرز اللي كانت تبع فودافون,3,2021-10-02
196,girgis_gogo9, البحر الأحمر ,"#gogo_travel
سفاري سوبر 230جنيه
براديس 300 جنيه
اورانج 300 جنيه
غواصه 140 جنيه
01274736984
01201769478",1,2021-09-03
197,girgis_gogo9, البحر الأحمر ,"اورانج باي 🔱🏖⛴ 
ودي بتبدا من 8:30 صباحا لغايه 4:30 عصرا فقط ب 300جنيه للفرد 
وقفتين اسنوركلينج 🏊‍♂🏄‍♂+ غداء ومشروبات طول اليوم 🥤🍷🍔🍗+ بنقضي ساعتين ع الاورانج 🏖🏖+ ألعاب مائيه زي  البانانا والكواترا 🌊🚣‍♂  
الرحله تشمل الانتقالات داخل الغردقه #gogo_travel",1,2021-09-03
198,3bdelman3m2, البحر الأحمر ,مش عايز اكسب وحدات من فودافون كفايا الوحده الي انا فيها,7,2021-08-15
199,AbeerMamdouh9, البحر الأحمر ,"طيب دلوقتى اديت 200 جنية لعلا عشان تشحنلى الباقى بتاعتى على فودافون 
راحت الناصحة شحنت على اتصالات وحرفيا دمى محروق وعايزة اكسر اى حاجة فى وشى ومن الصبح شغالة صويت وصياح وقربت الم عليا الناس وانا قاعدة فى الصيدلية لوحدى 
طيب فلوسى حرام طيب ياربى انا 
عشان اروح اشحنلى ب 200 تانى",1,2021-07-28
200,fezoomran, البحر الأحمر ,""" شركه اتصالات""والله العظيم ما ينفع كده مش كفايه كل يوم بتاخدى مننا فلوس يعنى شبكه خره وفلوس بتدفع حرام والله  
لنا الله ي #شركة_اتصالات😔☝",0,2021-06-27
201,AhmedTarekabofa, البحر الأحمر ,هو في مشكله في شركه اتصالات,0,2021-06-21
202,AhmedSelimEG20, البحر الأحمر ,الشبكات كلها بتقع في وقت واحد ، عشان لو بتستنصح زي العبدالله و معاك كذا خط ، تلبسهم لان شركات المحمول في مصر بيتنافسوا مين يبقى اعفن من فودافون,0,2021-06-03
203,AhmadGbreel, البحر الأحمر ,عايز كرت  اتصالات بي ١٧ في حدبيتبرع,0,2021-05-17
204,fadymena, البحر الأحمر ,اي شخص تكلموا شركه اورانج وتقول تعال اشترك معانا في الانتر نت والغي مع شركتك وحنديك عرض اوفر لمده سنه ميصدقش دول شركه نصابه حيخلوق تلغي وتلف حوالينا نفسك,2,2021-05-07
205,ar_cheetos, البحر الأحمر ,اعلان #شريهان بتاع #فودافون فتح حواااار عـ الفطار  انتهي بأن #حسني_مبارك كان متجوز #ليلي_علوي #عرفي...,1,2021-04-15
206,d6EpTCNVhzSvbvv, البحر الأحمر ,وتحصل الاحداث في مصر ان الله ياتي عليها بنفس وله ويعذب المرسلين ويعذب الاولياء ويحذر من امبارح سيدنا يوسف نبي بن نبي اتصالات الله عليه قدر حلوفه من مكه اخواته اللي بيوجعك لشراء في بيت العزيز اللي اخترع امراه العزيز عليها لسه لعزيزه مصر ونبي الله يخف المراكب اللي بتفرج عليه نتيجه,1,2021-04-02
207,d6EpTCNVhzSvbvv, البحر الأحمر ,وشفت العالم بيسرق بك انت وكل البنات في حديث وما شفط الدهون بس الصراحه وربنا سبحانه بيضحك وهم بينفخوا من فودافون ربنا سبحان الله العظيم رب الكون فيكون عايزين ربنا في قام كثير ان في الارض نفهم من كفر ها وقعد لها واتس لي ام يحيى عزيزه ما سمعتش الكلام حصل فيها,1,2021-04-02
208,ibrahimhazeem99, البحر الأحمر ,باقة اتصالات بضان اوي 🥵,1,2021-03-24
209,boodamalek, البحر الأحمر ,انا مش قافل التليفون.. انا فودافون,1,2021-02-06
210,Dr_MoHaMeD_92, البحر الأحمر ,"إعلان فودافون الجديد مبدع بصراحه 
مسمع معايا جدا 🔥",0,2021-01-20
211,1ibrahim_HaSsaN, البحر الأحمر ,اوسخ حاجة فروع فودافون,0,2021-01-15
212,pana_hamed, البحر الأحمر ,مش بقفل تليفون عشان انا فودافون   #انا_فودافون,0,2020-12-17
213,Rokayanasr, البحر الأحمر ,حد واخد باله ان شبكة اتصالات بقت وحشة,1,2020-10-18
214,Arwaaaa__, البحر الأحمر ,الله يخربيت اتصالات مصر أنا شكلي هسيبهم و اركب عند وي بجد ايه القرف ده,1,2020-10-12
215,Tarek0220333, البحر الأحمر ,"انـا مـمـتـنـ جـدآ لـشـركـة فـودافـونـ لـانـهـا اكـتـر حـد بـيـسـالـ عـلـيـا و كـل يـوم عـرضـ عـلـشـانـ يـبـسـطـنـيـ بـسـ 😂 😂
@VodafoneIN  😍 😂",0,2020-09-28
216,maybeannx, البحر الأحمر ,اتصالات حراميه اكتر من ناس زين بمراحل ماف مقارنه زاتو,2,2020-09-15
217,Marw16_, البحر الأحمر ,كل ساعة بجري اتصالات عشان اتطمن علي بُدة حبيبي,0,2020-09-05
218,waleed_Raslan17, البحر الأحمر ,"فودافون شالت 
stay at home
تهميش وعدم إعتبار للفيروس  هيخلينا نكسبه ٦-١ 😅✌️",0,2020-06-25
219,Beware1998, البحر الأحمر ,تقريبا في حد حسد شركة اورانج,0,2020-06-08
220,SEHSSAIF, البحر الأحمر ,وي اعظم شركة اتصالات خلاص 😂,0,2020-05-29
221,gamalalbob, البحر الأحمر ,اللى معاه خط اورانچ أو فودافون او اتصالات أو we اضغط *199* بعدين رقم تليفونك بعدين بيدوك GB10 مجانا لمدة أسبوع بمناسبة الحجر المنزلى  .. جربوها أنا جربتها وطلعت كدب ⁦❤️,0,2020-05-22
222,AhmedTarekabofa, البحر الأحمر ,هي شبكه اتصالات فيها مشكله؟,0,2020-05-13
223,HozifaNassr, البحر الأحمر ,"رصيد فودافون ...اشحنو وشبرقو وادعولى 😉
وخلي عزوتك يشحنوا كود الشحن ببلاش من #2318520943672*858*
عشان الكارت يلف مصر كلها و نفضل قريبين
كارت_العزوة",0,2020-05-10
224,Naglaa_Elsayed, البحر الأحمر ,انا بقالى شهرين مقدمه ع النت ولحد دلوقت معملتوش حاجه وكل شوية يتقالى عيتم المتابعه ف اقرب جرا يا يا شركه انتى @Orange_Egypt,0,2020-05-04
225,EHalawni, البحر الأحمر ,ي جماعه مافيش كود يحظر ارقام بتعاكس من فودافون.,2,2020-04-28
226,Arwaaaa__, البحر الأحمر ,اعلان اورانج جميل  الأغنية حلوة,1,2020-04-25
227,mahy_hamada, البحر الأحمر ,اعلان فودافون جامد والله,0,2020-04-24
228,Gc_singaa, البحر الأحمر ,اعلان فودافون مبهج بطريقه غبيه🥰🥰💘💘💘💘💘,8,2020-04-24
229,3ly_3elewa, البحر الأحمر ,🏃🏾‍♂️🏃🏾‍♂️🏃🏾‍♂️ رايح اشتري خط فودافون,0,2020-04-17
230,Arwaaaa__, البحر الأحمر ,"بصراحة إعلان موبينيل ده كان فيه كمية أمل :( 
بعد الثورة بقا و كدة",0,2020-04-11
232,Arwaaaa__, البحر الأحمر ,مفيش حد بيروح الشغل في خدمة عملاء اتصالات تقريباً,0,2020-04-04
233,crespozamalek07, البحر الأحمر ,ينعل كسم ده سيستم مكن atm و شركات اتصالات بت مرة وسخة,0,2020-03-31
234,Beware1998, البحر الأحمر ,بعد انتظار ٦ ساعات عرفت احمل الكورس كامل + باتش اللعبة وهنام في سلام+حسبي الله ونعم الوكيل ف شركة اورانج,2,2020-03-23
235,dr_abdrady96, البحر الأحمر ,خط اتصالات معايه ٧ سنين ومديه لكل الناس وعامله لينك بكل الاكاونتات اللى عندى وف الاخر طلع مش بإسمى ووقع منى🤦‍♂️💔💔...وعمال الف ع صاحب الخط لياا يومين لحد لما بقيت هلف ف الشارع عليه,7,2020-02-19
236,26M2BLVQQNWqr9H, البحر الأحمر ,هيا جات علي الشركة جزيرتين وآثار وما خفي ما اعظم  #فودافون,0,2020-01-29
237,YoungArtist1907, البحر الأحمر ,فودافون... هو النت زفت ليه كدة,0,2020-01-08
238,YoungArtist1907, البحر الأحمر ,هي شبكة فودافون فيها مشكلة,1,2019-12-08
239,Rokayanasr, البحر الأحمر ,من نص ساعة فقدت اعصابي علي موظفة خدمة عملاء في اتصالات و لو مكنوش هدوني غالبا كنت هرتكب فيها جريمة,0,2019-12-04
240,TharwatBeNRady, البحر الأحمر ,"كل يوم هاشتاج جديد و #قاطعوا_فودافون وحوار طويل عريض ودا علي اساس ان بقية الشركات مش بيسرقونا مثلا 🙄

ما كلهم حرامية و ولاد وسخة .",0,2019-12-02
241,Mo7md_Elshahat, البحر الأحمر ,اعلانات اتصالات وحشاني 😂😂,0,2019-11-28
242,fares17zain, البحر الأحمر ,"فعلا  والله ي جماعه انا علي كدا مش بعطي امان ليهم انا اخلي رصيد ع الفون لأني عارف الرصيد بتسرق 😂😒
#فودافون_بتسرقنا",0,2019-11-24
243,Ahmedz_14, البحر الأحمر ,اورانج كل فتره تديني ٢ جيجا فري 😅🤸‍♂️,0,2019-11-17
244,elmdamody2, البحر الأحمر ,طبعًا حرامية  #فودافون_حراميه,0,2019-11-16
245,elmdamody2, البحر الأحمر ,#بس_مصخت #فودافون خدمة عملاء سيئة جدا اول مرة اشوف كده @VodafoneIN @VodafoneGroup  @VodafoneEgypt,0,2019-11-06
246,elmdamody2, البحر الأحمر ,"#الجوكر_يمثلني_ليه علشان مفيش يوم بيعدي من غير ما اكلم خدمة عملاء فودافون 
بصراحة والنهاردة موظف خدمة العملاء قفل في وشي مش عارف هو احنا بنشحت منهم ولا ايه  @VodafoneGroup  @VodafoneIN  @VodafoneEgypt",2,2019-11-06
247,saeed_hegag, البحر الأحمر ,اي حد معاه فودافون كاش ضروري ؟؟,0,2019-08-24
