user_name,user_location,text,likes,date
SawsanMahmoud_A, مطروح ,"ما اجملها 💃
امرأة برج السرطان 
عقلانيه
مرحه 
طيبه
بيتوتيه تعشق عائلتها 
تتفاني في خدمة الاخرين 
سيدة اعمال 
كريمه جدا 
وسخيه اوووي 
بس احذر قلبتها لو تجاوزت في حقها او خدشت حياءها هتلاقي رد فعل هتندم عليه باقي عمرك و هتشوف ايام سودا × اورانج 😂
هذه انااااااا SaSwaN👌",29,2021-03-28
dar_almousawi1, مطروح ,"#البعض من اللي يطلق عليهم ذكور 
..

ماعنده الشجاعة للمواجهه 
و لكن يبحث و يسأل و ينقل كلام بالكذب بين الرجال ...... اتصالات و استفسارات و تجسس على الغير ..... جبناء لا يتمتعون في الشجاعه للمواجهه ولا تنطبق عليهم صفات الرجال بختصار هم ..........
لذلك لا يستحقون الرد عليهم ..👌",2,2021-03-22
MennaHisham99, مطروح ,كل ما يجي اعلان تامر حسني بتاع اورانج قبل اي ڤيديو مش بقدر أ-skip ولازم اشوفه للآخر,5,2021-03-21
si7a94, مطروح ,"شباب
لو حد عنده شغل لمهندس اتصالات فريش لسه مخلص جيش يبعت لو سمحتم",1,2021-03-17
Asmaa_Aboshadi, مطروح ,حياتى الجامعية بتتمثل فى اعلان احمد حلمى بتاع اتصالات 😂,4,2021-03-09
MennaHisham99, مطروح ,اعلان احمد حلمي بتاع اتصالات جامد فشخ,6,2021-03-07
S_Abdullah990, مطروح ,"عاوز باقة نت على فودافون حلوه .. ويا ريت لو فيه ضعف او خصم 😊
@VodafoneEgypt",3,2021-02-27
booda_aly851, مطروح ,ياريت ضروري لو حد شغال في اتصالات يعرفني,2,2021-01-31
BasmitAmall, مطروح ,"انا لما بحب حد بملا حياته منشنات و اتصالات و messages كتير قلق كدا قلق
#قلق",2,2021-01-31
MmjdbaS, مطروح ,كنت بكره مواد اتصالات و شعال تأجيل فيهم لحد ما لاقت ان مفيش غيرهم و كام مادة كده المهم اما بدأت أدرس مواد اتصالات كرهتها أكتر و عرفت ليه مكنتش عايز أدرسها,0,2021-01-14
A7med_Saif_, مطروح ,"مسيو عمرو دياب امتى هينزل البومه ع اليوتيوب .. لاني انا ماعنديش خط فودافون عشان اسمعه 
ليه بس عملاء @VodafoneEgypt اللي ليهم الحق انهم يسمعو الالبوم .. كدا حرام والله 💔 
#يا_انا_يا_لاء",1,2021-01-13
Alx1zam, مطروح ,"الجهاز القومي لتنظيم الاتصالات عمل كود موحد عشان الناس اللي بتشتكي من تشغيل خدمات على أرقامها بدون ما تعرف عنها شيء وبيتم سحب الرصيد بسببها
مهما كانت شبكتك ""فودافون - أورانج - اتصالات - we"" 
اتصل دلوقتي برقم :
نجمة 155 شباك
*155#",0,2021-01-10
safwatabbas, مطروح ,"سيادة اللواء
هل
العلاقات المصرية السعودية تمر بفترة برود لتباين الرؤى والتوجهات حتى لم يحدث اتصالات مباشرة بين الملك سلمان والرئيس السيسى
كالامارات والبحريين
أعتقد
ذلك
مستبعد حتى وان اختلفت الرؤى التوافق والتنسيق المشترك لا ينقطع وبصرف النظر ع متابعة العامة فهناك تواصل بينى دائم",0,2021-01-05
Zenger_1988, مطروح ,مديري جابلي خط فودافون مميز وعاوزه اشكره ع الخط والله عشان اتشجع واخد خطوة ان اغير رقمي ورقم الواتساب ❤❤,4,2021-01-03
AhmedHassanM88, مطروح ,انا مش قافل تليفونى #انا_مش_قافل_موبايلي_انا_فودافون  #انا_فودافون #vodafone_egypt,0,2020-12-22
WALIDZAKY30, مطروح ,"اقسم بالله ببقي في شارع وبرضو مافيش شبكه 😂💔لدرجه ان مديري بقي بيفكرني بشتغلو وبعمل نفسي مش سامع 
#انا_فودافون",0,2020-12-18
alaaokk, مطروح ,"علاج مضمون لكل من يعاني من انخفاض ضغط الدم 
كل اللي عليك تحاول تتصل بخدمة عملاء فودافون وأؤكد لك إن ضغطك هيعلا من عدم الرد عليك او حتى الرد النتيجة واحدة 
بس المشكلة الوحيدة انهم بيرفعوا السكر كمان 
#انا_فودافون",8,2020-12-17
Mido51608860, مطروح ,"شركة زبالة حراميه  
#انا_فودافون",0,2020-12-17
o_ez0, مطروح ,"والله انا مش ببقي قافل موبايلي 
انا فودافون
#انا_فودافون
#VodafoneEgypt
#Vodafone",0,2020-12-16
alabod857, البحر الأحمر ,شعري لونه orange وانتوا؟!,0,2022-08-28
alabod857, البحر الأحمر ,شعري لونه orange وانتوا؟!,0,2022-08-27
TarekMousaa, البحر الأحمر ,"أوسخ شركة (فودافون) بيشتركوا في أنظمة لوحدهم ولما تكلمهم يقولوا حضرتك اللي أشتركت.. ومتعرفش تاخد حق ولا باطل منهم. 
قررت أشتكيهم لجهاز حماية المستهلك وجهاز تنظيم الإتصالات",2,2022-08-27
mostafaaswan88, البحر الأحمر ,"""صديقك الحقيقي لا تحتاج أن تجري معه إتصالات بأستمرار لكي تدوم صداقتكما فالرفاق المخلصون يظلون دائمًا مع بعضهم دون النظر إلى ظروف تواصلهم.""👌",1,2022-08-26
RapapAwd, البحر الأحمر ,اتصالات بقالها ٤ ايام بتبعتلى مسج غير زيت عربيتك.. دول لو قاصدين يذلونى مش هيعملو كده.. @EtisalatEgypt  معنديش عربية والله بس لو عاوزينى اشترك فى باقة معينة وتدونى عربية هدية هكون شاكرة ليكم جداً,2,2022-08-23
ShadiAh35738076, البحر الأحمر ,حسبنا الله ونعم الوكيل في فودافون لسه شاحن 100ج يفضلي 19ج بس,1,2022-08-06
MidoQOfficial, البحر الأحمر ,"مساء الخير تايم :
7/18  اتفاجئت اني ليا رقم اورنج
من 2011 وانا معرفش عنه حاجه
ده عن طريق الجهاز القومي للاتصالات
 My NTRA
عملت إخلاء مسؤليه في اورنج
والرقم سيتم اغلاقه في خلال 48 او 72 
ساعه سؤال الرقم ده اتسجل ازاي
باسمي ورقمي القومي @Orange_Egypt 
وانا معرفش حاجه من 2011",0,2022-07-18
is_benwhab, البحر الأحمر ,اقسم بالله شركه اورانج دى عليها كرم وذوق عدى الحدود يعمى  @Orange_Egypt,2,2022-07-02
1POosts, البحر الأحمر ,"🇺🇸:orange
.
🇸🇦:برتقال
.
🇪🇬:برتكان",2,2022-06-18
is_benwhab, البحر الأحمر ,"هى اتصالات زفت عندنا بس بقالها ساعتين ولا دا عند كله , مفيش اسوء من كدا اقسم بربى وقررت خلاص هرمى ام الشريحه دى علشان زهقت وربى وجبت جاز منكو @EtisalatMisr",3,2022-05-28
Sondosbastawi, البحر الأحمر ,إعلان فودافون هيخليك تقلب ف شات مينفعش تقلب فيه أجمد اجمد,5,2022-04-03
mahmoud_ali25, البحر الأحمر ,اعلان فودافون :انت ازاي مش مرتبط ي وحيد ي بائس ي عديم الاحساس ارتبط حالااااااااااا,4,2022-04-02
legoo1989, البحر الأحمر ,"اعلان #فودافون بتاع الام ده فظيييييع
يخربيت الابداع",0,2022-03-15
Mohamedhuss4316, البحر الأحمر ,احسن حاجه لما ادخل فرع فودافون 10 دقايق اخرج ألقي صاحبي واقف مع بنتين روس اللي هو اي مش عارف طب اشارك طب بس مش مشكلة خد حضن وجود باي 🙂😂,2,2021-12-10
AbeerMamdouh9, البحر الأحمر ,"بعيدا عن ان طول الشهر اللى فات كان امتحانات وستريس وقلة نوم ...
بس كان مريح نفسيا اللى حد ما بعيد عن دوشة الشغل والناس والمشاكل ...
لكن كان فى اتصالات كل شوية برضو ... 
ليه الواحد اتدبس فى المسؤليات دى كلها ...
والمشكلة انه صعب يخرج منها او يسيبها او شبه مستحيل اللى حد ما ......",0,2021-12-08
Mo7amedFadl, البحر الأحمر ,إيه يا ديباي نلبسلك أورانج يعني علشان تلعب معانا زي ما بتلعب مع المنتخب !!,0,2021-11-20
Dominic1911Uwk, البحر الأحمر ,"خط ڤودافون بينفع وقت الكوارث والله
شركة اتصالات دى عليها العوض",0,2021-11-13
kareemkante1, البحر الأحمر ,باشا META ايه احنا ! إحنا لسه بنقول موبينيل .,5,2021-10-29
YoungArtist1907, البحر الأحمر ,اتصالات وقرف شركة اتصالات,0,2021-10-09
radwah43, البحر الأحمر ,انا محضرتش حفلات من ساعه شارموفرز اللي كانت تبع فودافون,3,2021-10-02
girgis_gogo9, البحر الأحمر ,"#gogo_travel
سفاري سوبر 230جنيه
براديس 300 جنيه
اورانج 300 جنيه
غواصه 140 جنيه
01274736984
01201769478",1,2021-09-03
girgis_gogo9, البحر الأحمر ,"اورانج باي 🔱🏖⛴ 
ودي بتبدا من 8:30 صباحا لغايه 4:30 عصرا فقط ب 300جنيه للفرد 
وقفتين اسنوركلينج 🏊‍♂🏄‍♂+ غداء ومشروبات طول اليوم 🥤🍷🍔🍗+ بنقضي ساعتين ع الاورانج 🏖🏖+ ألعاب مائيه زي  البانانا والكواترا 🌊🚣‍♂  
الرحله تشمل الانتقالات داخل الغردقه #gogo_travel",1,2021-09-03
3bdelman3m2, البحر الأحمر ,مش عايز اكسب وحدات من فودافون كفايا الوحده الي انا فيها,7,2021-08-15
AbeerMamdouh9, البحر الأحمر ,"طيب دلوقتى اديت 200 جنية لعلا عشان تشحنلى الباقى بتاعتى على فودافون 
راحت الناصحة شحنت على اتصالات وحرفيا دمى محروق وعايزة اكسر اى حاجة فى وشى ومن الصبح شغالة صويت وصياح وقربت الم عليا الناس وانا قاعدة فى الصيدلية لوحدى 
طيب فلوسى حرام طيب ياربى انا 
عشان اروح اشحنلى ب 200 تانى",1,2021-07-28
fezoomran, البحر الأحمر ,""" شركه اتصالات""والله العظيم ما ينفع كده مش كفايه كل يوم بتاخدى مننا فلوس يعنى شبكه خره وفلوس بتدفع حرام والله  
لنا الله ي #شركة_اتصالات😔☝",0,2021-06-27
AhmedTarekabofa, البحر الأحمر ,هو في مشكله في شركه اتصالات,0,2021-06-21
AhmedSelimEG20, البحر الأحمر ,الشبكات كلها بتقع في وقت واحد ، عشان لو بتستنصح زي العبدالله و معاك كذا خط ، تلبسهم لان شركات المحمول في مصر بيتنافسوا مين يبقى اعفن من فودافون,0,2021-06-03
AhmadGbreel, البحر الأحمر ,عايز كرت  اتصالات بي ١٧ في حدبيتبرع,0,2021-05-17
fadymena, البحر الأحمر ,اي شخص تكلموا شركه اورانج وتقول تعال اشترك معانا في الانتر نت والغي مع شركتك وحنديك عرض اوفر لمده سنه ميصدقش دول شركه نصابه حيخلوق تلغي وتلف حوالينا نفسك,2,2021-05-07
ar_cheetos, البحر الأحمر ,اعلان #شريهان بتاع #فودافون فتح حواااار عـ الفطار  انتهي بأن #حسني_مبارك كان متجوز #ليلي_علوي #عرفي...,1,2021-04-15
d6EpTCNVhzSvbvv, البحر الأحمر ,وتحصل الاحداث في مصر ان الله ياتي عليها بنفس وله ويعذب المرسلين ويعذب الاولياء ويحذر من امبارح سيدنا يوسف نبي بن نبي اتصالات الله عليه قدر حلوفه من مكه اخواته اللي بيوجعك لشراء في بيت العزيز اللي اخترع امراه العزيز عليها لسه لعزيزه مصر ونبي الله يخف المراكب اللي بتفرج عليه نتيجه,1,2021-04-02
